soc_code,occupation_title,employment_national,annual_median_wage,source
43-5041,"Meter Readers, Utilities",19620.0,49180.0,BLS OEWS 2024
43-5050,Postal Service Workers,526030.0,57870.0,BLS OEWS 2024
43-5051,Postal Service Clerks,78060.0,61630.0,BLS OEWS 2024
43-5052,Postal Service Mail Carriers,336040.0,57490.0,BLS OEWS 2024
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",111930.0,56530.0,BLS OEWS 2024
43-5061,"Production, Planning, and Expediting Clerks",385000.0,57770.0,BLS OEWS 2024
43-5071,"Shipping, Receiving, and Inventory Clerks",857630.0,43190.0,BLS OEWS 2024
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",49720.0,45650.0,BLS OEWS 2024
43-6010,Secretaries and Administrative Assistants,3195900.0,47460.0,BLS OEWS 2024
43-6011,Executive Secretaries and Executive Administrative Assistants,472770.0,74260.0,BLS OEWS 2024
43-6012,Legal Secretaries and Administrative Assistants,154540.0,54140.0,BLS OEWS 2024
43-6013,Medical Secretaries and Administrative Assistants,830760.0,44640.0,BLS OEWS 2024
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",1737820.0,46290.0,BLS OEWS 2024
43-9000,Other Office and Administrative Support Workers,3209350.0,44030.0,BLS OEWS 2024
43-9020,Data Entry and Information Processing Workers,171310.0,41480.0,BLS OEWS 2024
43-9021,Data Entry Keyers,135280.0,39850.0,BLS OEWS 2024
43-9022,Word Processors and Typists,36030.0,47850.0,BLS OEWS 2024
43-9031,Desktop Publishers,4000.0,53620.0,BLS OEWS 2024
43-9041,Insurance Claims and Policy Processing Clerks,229070.0,48450.0,BLS OEWS 2024
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",62730.0,38150.0,BLS OEWS 2024
43-9061,"Office Clerks, General",2510550.0,43630.0,BLS OEWS 2024
43-9071,"Office Machine Operators, Except Computer",24740.0,39020.0,BLS OEWS 2024
43-9081,Proofreaders and Copy Markers,5160.0,49210.0,BLS OEWS 2024
43-9111,Statistical Assistants,5900.0,51440.0,BLS OEWS 2024
43-9199,"Office and Administrative Support Workers, All Other",195890.0,46040.0,BLS OEWS 2024
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",29530.0,59330.0,BLS OEWS 2024
45-2000,Agricultural Workers,373730.0,36020.0,BLS OEWS 2024
45-2011,Agricultural Inspectors,12090.0,50990.0,BLS OEWS 2024
45-2021,Animal Breeders,1730.0,52000.0,BLS OEWS 2024
45-2041,"Graders and Sorters, Agricultural Products",26870.0,35430.0,BLS OEWS 2024
45-2090,Miscellaneous Agricultural Workers,333040.0,35960.0,BLS OEWS 2024
45-2091,Agricultural Equipment Operators,30940.0,42580.0,BLS OEWS 2024
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",261690.0,35690.0,BLS OEWS 2024
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",35420.0,36150.0,BLS OEWS 2024
45-2099,"Agricultural Workers, All Other",4980.0,40390.0,BLS OEWS 2024
45-4000,"Forest, Conservation, and Logging Workers",37740.0,48390.0,BLS OEWS 2024
45-4011,Forest and Conservation Workers,5630.0,43680.0,BLS OEWS 2024
45-4020,Logging Workers,32110.0,49540.0,BLS OEWS 2024
45-4021,Fallers,4110.0,53900.0,BLS OEWS 2024
45-4022,Logging Equipment Operators,22520.0,49210.0,BLS OEWS 2024
45-4023,Log Graders and Scalers,3310.0,46710.0,BLS OEWS 2024
45-4029,"Logging Workers, All Other",2160.0,52000.0,BLS OEWS 2024
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,806080.0,78690.0,BLS OEWS 2024
47-2000,Construction Trades Workers,4691890.0,56490.0,BLS OEWS 2024
47-2011,Boilermakers,10170.0,73340.0,BLS OEWS 2024
47-2020,"Brickmasons, Blockmasons, and Stonemasons",62260.0,60180.0,BLS OEWS 2024
47-2021,Brickmasons and Blockmasons,53520.0,60800.0,BLS OEWS 2024
47-2022,Stonemasons,8750.0,51990.0,BLS OEWS 2024
47-2031,Carpenters,697740.0,59310.0,BLS OEWS 2024
47-2040,"Carpet, Floor, and Tile Installers and Finishers",82710.0,52000.0,BLS OEWS 2024
47-2041,Carpet Installers,14980.0,49850.0,BLS OEWS 2024
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",24850.0,54340.0,BLS OEWS 2024
47-2043,Floor Sanders and Finishers,4140.0,49150.0,BLS OEWS 2024
47-2044,Tile and Stone Setters,38740.0,52240.0,BLS OEWS 2024
47-2050,"Cement Masons, Concrete Finishers, and Terrazzo Workers",206680.0,54700.0,BLS OEWS 2024
47-2051,Cement Masons and Concrete Finishers,205230.0,54660.0,BLS OEWS 2024
47-2053,Terrazzo Workers and Finishers,1450.0,57260.0,BLS OEWS 2024
47-2061,Construction Laborers,1057660.0,46730.0,BLS OEWS 2024
47-2070,Construction Equipment Operators,518000.0,58320.0,BLS OEWS 2024
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",45680.0,51650.0,BLS OEWS 2024
47-2072,Pile Driver Operators,3040.0,70510.0,BLS OEWS 2024
47-2073,Operating Engineers and Other Construction Equipment Operators,469270.0,58710.0,BLS OEWS 2024
47-2080,"Drywall Installers, Ceiling Tile Installers, and Tapers",95400.0,58800.0,BLS OEWS 2024
47-2081,Drywall and Ceiling Tile Installers,82900.0,58140.0,BLS OEWS 2024
47-2082,Tapers,12500.0,64700.0,BLS OEWS 2024
47-2111,Electricians,742580.0,62350.0,BLS OEWS 2024
47-2121,Glaziers,57000.0,55440.0,BLS OEWS 2024
47-2130,Insulation Workers,64250.0,50730.0,BLS OEWS 2024
47-2131,"Insulation Workers, Floor, Ceiling, and Wall",38610.0,48680.0,BLS OEWS 2024
47-2132,"Insulation Workers, Mechanical",25640.0,57250.0,BLS OEWS 2024
47-2140,Painters and Paperhangers,225700.0,48660.0,BLS OEWS 2024
47-2141,"Painters, Construction and Maintenance",224180.0,48660.0,BLS OEWS 2024
47-2142,Paperhangers,1520.0,48260.0,BLS OEWS 2024
47-2150,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",489520.0,62210.0,BLS OEWS 2024
47-2151,Pipelayers,33580.0,48710.0,BLS OEWS 2024
47-2152,"Plumbers, Pipefitters, and Steamfitters",455940.0,62970.0,BLS OEWS 2024
47-2161,Plasterers and Stucco Masons,20880.0,56020.0,BLS OEWS 2024
47-2171,Reinforcing Iron and Rebar Workers,14140.0,59280.0,BLS OEWS 2024
47-2181,Roofers,136740.0,50970.0,BLS OEWS 2024
47-2211,Sheet Metal Workers,117470.0,60850.0,BLS OEWS 2024
47-2221,Structural Iron and Steel Workers,64720.0,62700.0,BLS OEWS 2024
47-2231,Solar Photovoltaic Installers,28280.0,51860.0,BLS OEWS 2024
47-3010,"Helpers, Construction Trades",186250.0,40430.0,BLS OEWS 2024
47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",15660.0,46480.0,BLS OEWS 2024
47-3012,Helpers--Carpenters,24610.0,41600.0,BLS OEWS 2024
47-3013,Helpers--Electricians,64440.0,39890.0,BLS OEWS 2024
47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",7220.0,38140.0,BLS OEWS 2024
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",43640.0,39270.0,BLS OEWS 2024
47-3016,Helpers--Roofers,5170.0,40590.0,BLS OEWS 2024
47-3019,"Helpers, Construction Trades, All Other",25510.0,40760.0,BLS OEWS 2024
47-4000,Other Construction and Related Workers,464570.0,56520.0,BLS OEWS 2024
47-4011,Construction and Building Inspectors,137210.0,72120.0,BLS OEWS 2024
47-4021,Elevator and Escalator Installers and Repairers,23340.0,106580.0,BLS OEWS 2024
47-4031,Fence Erectors,22640.0,46940.0,BLS OEWS 2024
47-4041,Hazardous Materials Removal Workers,50570.0,48490.0,BLS OEWS 2024
47-4051,Highway Maintenance Workers,151750.0,49070.0,BLS OEWS 2024
47-4061,Rail-Track Laying and Maintenance Equipment Operators,16480.0,67370.0,BLS OEWS 2024
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,29050.0,49140.0,BLS OEWS 2024
47-4090,Miscellaneous Construction and Related Workers,33530.0,48120.0,BLS OEWS 2024
47-5000,Extraction Workers,212920.0,56020.0,BLS OEWS 2024
47-5010,"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",68250.0,59660.0,BLS OEWS 2024
47-5011,"Derrick Operators, Oil and Gas",11040.0,62740.0,BLS OEWS 2024
47-5012,"Rotary Drill Operators, Oil and Gas",13090.0,65010.0,BLS OEWS 2024
47-5013,"Service Unit Operators, Oil and Gas",44120.0,57980.0,BLS OEWS 2024
47-5020,Surface Mining Machine Operators and Earth Drillers,51620.0,56020.0,BLS OEWS 2024
47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",34210.0,52550.0,BLS OEWS 2024
47-5023,"Earth Drillers, Except Oil and Gas",17410.0,59600.0,BLS OEWS 2024
47-5032,"Explosives Workers, Ordnance Handling Experts, and Blasters",5680.0,59110.0,BLS OEWS 2024
47-5040,Underground Mining Machine Operators,26170.0,66770.0,BLS OEWS 2024
47-5041,Continuous Mining Machine Operators,14340.0,63380.0,BLS OEWS 2024
47-5043,"Roof Bolters, Mining",2230.0,76640.0,BLS OEWS 2024
47-5044,"Loading and Moving Machine Operators, Underground Mining",6130.0,68860.0,BLS OEWS 2024
47-5049,"Underground Mining Machine Operators, All Other",3480.0,67220.0,BLS OEWS 2024
47-5051,"Rock Splitters, Quarry",3080.0,47460.0,BLS OEWS 2024
47-5071,"Roustabouts, Oil and Gas",45330.0,47510.0,BLS OEWS 2024
47-5081,Helpers--Extraction Workers,6720.0,48400.0,BLS OEWS 2024
47-5099,"Extraction Workers, All Other",6070.0,50110.0,BLS OEWS 2024
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",600680.0,78300.0,BLS OEWS 2024
49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",479930.0,60980.0,BLS OEWS 2024
49-2011,"Computer, Automated Teller, and Office Machine Repairers",73010.0,46860.0,BLS OEWS 2024
49-2020,Radio and Telecommunications Equipment Installers and Repairers,165290.0,62710.0,BLS OEWS 2024
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",11400.0,64190.0,BLS OEWS 2024
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",153890.0,62630.0,BLS OEWS 2024
49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",241630.0,63120.0,BLS OEWS 2024
49-2091,Avionics Technicians,20900.0,81390.0,BLS OEWS 2024
49-2092,"Electric Motor, Power Tool, and Related Repairers",16570.0,53990.0,BLS OEWS 2024
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",7310.0,82730.0,BLS OEWS 2024
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",59990.0,71300.0,BLS OEWS 2024
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",23040.0,100940.0,BLS OEWS 2024
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",10140.0,47940.0,BLS OEWS 2024
49-2097,Audiovisual Equipment Installers and Repairers,22170.0,50620.0,BLS OEWS 2024
49-2098,Security and Fire Alarm Systems Installers,81510.0,59300.0,BLS OEWS 2024
49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",1732480.0,56220.0,BLS OEWS 2024
49-3011,Aircraft Mechanics and Service Technicians,136390.0,78680.0,BLS OEWS 2024
49-3020,Automotive Technicians and Repairers,863000.0,49950.0,BLS OEWS 2024
49-3021,Automotive Body and Related Repairers,155220.0,51680.0,BLS OEWS 2024
49-3022,Automotive Glass Installers and Repairers,18940.0,47260.0,BLS OEWS 2024
49-3023,Automotive Service Technicians and Mechanics,688840.0,49670.0,BLS OEWS 2024
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,287230.0,60640.0,BLS OEWS 2024
49-3040,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,235450.0,62740.0,BLS OEWS 2024
49-3041,Farm Equipment Mechanics and Service Technicians,36880.0,52080.0,BLS OEWS 2024
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",180270.0,63980.0,BLS OEWS 2024
49-3043,Rail Car Repairers,18300.0,65680.0,BLS OEWS 2024
49-3050,Small Engine Mechanics,72500.0,48240.0,BLS OEWS 2024
49-3051,Motorboat Mechanics and Service Technicians,24250.0,54950.0,BLS OEWS 2024
49-3052,Motorcycle Mechanics,14010.0,47200.0,BLS OEWS 2024
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,34240.0,46560.0,BLS OEWS 2024
49-3090,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",137920.0,37960.0,BLS OEWS 2024
49-3091,Bicycle Repairers,12590.0,40360.0,BLS OEWS 2024
49-3092,Recreational Vehicle Service Technicians,18710.0,50540.0,BLS OEWS 2024
49-3093,Tire Repairers and Changers,106620.0,37120.0,BLS OEWS 2024
49-9000,"Other Installation, Maintenance, and Repair Occupations",3231930.0,54790.0,BLS OEWS 2024
49-9010,Control and Valve Installers and Repairers,74890.0,61600.0,BLS OEWS 2024
49-9011,Mechanical Door Repairers,27970.0,51050.0,BLS OEWS 2024
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",46920.0,74690.0,BLS OEWS 2024
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",396870.0,59810.0,BLS OEWS 2024
49-9031,Home Appliance Repairers,31940.0,49410.0,BLS OEWS 2024
49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers",520240.0,63500.0,BLS OEWS 2024
49-9041,Industrial Machinery Mechanics,421940.0,63760.0,BLS OEWS 2024
49-9043,"Maintenance Workers, Machinery",56540.0,60500.0,BLS OEWS 2024
49-9044,Millwrights,40660.0,65170.0,BLS OEWS 2024
49-9045,"Refractory Materials Repairers, Except Brickmasons",1100.0,58540.0,BLS OEWS 2024
49-9050,Line Installers and Repairers,222040.0,81110.0,BLS OEWS 2024
49-9051,Electrical Power-Line Installers and Repairers,123680.0,92560.0,BLS OEWS 2024
49-9052,Telecommunications Line Installers and Repairers,98360.0,70500.0,BLS OEWS 2024
49-9060,Precision Instrument and Equipment Repairers,79540.0,61430.0,BLS OEWS 2024
49-9061,Camera and Photographic Equipment Repairers,2010.0,49300.0,BLS OEWS 2024
49-9062,Medical Equipment Repairers,60830.0,62630.0,BLS OEWS 2024
49-9063,Musical Instrument Repairers and Tuners,5730.0,45320.0,BLS OEWS 2024
49-9064,Watch and Clock Repairers,1300.0,60690.0,BLS OEWS 2024
49-9069,"Precision Instrument and Equipment Repairers, All Other",9680.0,67080.0,BLS OEWS 2024
49-9071,"Maintenance and Repair Workers, General",1531700.0,48620.0,BLS OEWS 2024
49-9081,Wind Turbine Service Technicians,11220.0,62580.0,BLS OEWS 2024
49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",363490.0,46970.0,BLS OEWS 2024
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",28260.0,47350.0,BLS OEWS 2024
49-9092,Commercial Divers,3430.0,61130.0,BLS OEWS 2024
49-9094,Locksmiths and Safe Repairers,15550.0,50490.0,BLS OEWS 2024
49-9095,Manufactured Building and Mobile Home Installers,2610.0,41080.0,BLS OEWS 2024
49-9096,Riggers,24190.0,62060.0,BLS OEWS 2024
49-9097,Signal and Track Switch Repairers,8210.0,83600.0,BLS OEWS 2024
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",97540.0,38860.0,BLS OEWS 2024
49-9099,"Installation, Maintenance, and Repair Workers, All Other",183690.0,48640.0,BLS OEWS 2024
51-1011,First-Line Supervisors of Production and Operating Workers,685140.0,71190.0,BLS OEWS 2024
51-2000,Assemblers and Fabricators,1874550.0,43570.0,BLS OEWS 2024
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",32890.0,61680.0,BLS OEWS 2024
51-2020,"Electrical, Electronics, and Electromechanical Assemblers",273300.0,44210.0,BLS OEWS 2024
51-2021,"Coil Winders, Tapers, and Finishers",12170.0,47260.0,BLS OEWS 2024
51-2028,"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers",261140.0,44040.0,BLS OEWS 2024
51-2031,Engine and Other Machine Assemblers,38420.0,52540.0,BLS OEWS 2024
51-2041,Structural Metal Fabricators and Fitters,53380.0,49900.0,BLS OEWS 2024
51-2051,Fiberglass Laminators and Fabricators,18520.0,45760.0,BLS OEWS 2024
51-2061,Timing Device Assemblers and Adjusters,230.0,40790.0,BLS OEWS 2024
51-2090,Miscellaneous Assemblers and Fabricators,1457800.0,42210.0,BLS OEWS 2024
51-3000,Food Processing Workers,857260.0,38200.0,BLS OEWS 2024
51-3011,Bakers,231890.0,36650.0,BLS OEWS 2024
51-3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers",348630.0,38500.0,BLS OEWS 2024
51-3021,Butchers and Meat Cutters,140040.0,38960.0,BLS OEWS 2024
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",141090.0,37700.0,BLS OEWS 2024
51-3023,Slaughterers and Meat Packers,67500.0,39790.0,BLS OEWS 2024
51-3090,Miscellaneous Food Processing Workers,276740.0,40050.0,BLS OEWS 2024
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",19500.0,42730.0,BLS OEWS 2024
51-3092,Food Batchmakers,171660.0,40790.0,BLS OEWS 2024
51-3093,Food Cooking Machine Operators and Tenders,27660.0,40550.0,BLS OEWS 2024
51-3099,"Food Processing Workers, All Other",57920.0,38420.0,BLS OEWS 2024
51-4000,Metal Workers and Plastic Workers,1599780.0,48660.0,BLS OEWS 2024
51-4020,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",96810.0,47460.0,BLS OEWS 2024
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",65700.0,46980.0,BLS OEWS 2024
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",8760.0,49240.0,BLS OEWS 2024
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",22350.0,48630.0,BLS OEWS 2024
51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",282640.0,45870.0,BLS OEWS 2024
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",174430.0,45590.0,BLS OEWS 2024
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",5310.0,46630.0,BLS OEWS 2024
51-4033,"Grinding/Lapping/Polishing/Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",70110.0,45190.0,BLS OEWS 2024
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",18970.0,48620.0,BLS OEWS 2024
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",13810.0,48310.0,BLS OEWS 2024
51-4041,Machinists,298790.0,56150.0,BLS OEWS 2024
51-4050,"Metal Furnace Operators, Tenders, Pourers, and Casters",26160.0,54100.0,BLS OEWS 2024
51-4051,Metal-Refining Furnace Operators and Tenders,20330.0,55770.0,BLS OEWS 2024
51-4052,"Pourers and Casters, Metal",5830.0,48940.0,BLS OEWS 2024
51-4060,"Model Makers and Patternmakers, Metal and Plastic",4800.0,59530.0,BLS OEWS 2024
51-4061,"Model Makers, Metal and Plastic",3230.0,62700.0,BLS OEWS 2024
51-4062,"Patternmakers, Metal and Plastic",1570.0,54540.0,BLS OEWS 2024
51-4070,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",167540.0,41890.0,BLS OEWS 2024
51-4071,Foundry Mold and Coremakers,12720.0,45700.0,BLS OEWS 2024
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",154820.0,41230.0,BLS OEWS 2024
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",129850.0,46060.0,BLS OEWS 2024
51-4111,Tool and Die Makers,55130.0,63180.0,BLS OEWS 2024
51-4120,"Welding, Soldering, and Brazing Workers",460340.0,50560.0,BLS OEWS 2024
51-4121,"Welders, Cutters, Solderers, and Brazers",424040.0,51000.0,BLS OEWS 2024
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",36290.0,47060.0,BLS OEWS 2024
51-4190,Miscellaneous Metal Workers and Plastic Workers,77710.0,45050.0,BLS OEWS 2024
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",14590.0,47450.0,BLS OEWS 2024
51-4192,"Layout Workers, Metal and Plastic",5610.0,61870.0,BLS OEWS 2024
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",31510.0,41600.0,BLS OEWS 2024
51-4194,"Tool Grinders, Filers, and Sharpeners",5730.0,48970.0,BLS OEWS 2024
51-4199,"Metal Workers and Plastic Workers, All Other",20270.0,42750.0,BLS OEWS 2024
51-5110,Printing Workers,204640.0,44830.0,BLS OEWS 2024
51-5111,Prepress Technicians and Workers,23070.0,47300.0,BLS OEWS 2024
51-5112,Printing Press Operators,145110.0,45160.0,BLS OEWS 2024
51-5113,Print Binding and Finishing Workers,36470.0,39820.0,BLS OEWS 2024
51-6000,"Textile, Apparel, and Furnishings Workers",464330.0,35580.0,BLS OEWS 2024
51-6011,Laundry and Dry-Cleaning Workers,195360.0,33800.0,BLS OEWS 2024
51-6021,"Pressers, Textile, Garment, and Related Materials",26830.0,33880.0,BLS OEWS 2024
51-6031,Sewing Machine Operators,109590.0,36000.0,BLS OEWS 2024
51-6040,Shoe and Leather Workers,10910.0,36460.0,BLS OEWS 2024
51-6041,Shoe and Leather Workers and Repairers,7640.0,35950.0,BLS OEWS 2024
51-6042,Shoe Machine Operators and Tenders,3270.0,38160.0,BLS OEWS 2024
51-6050,"Tailors, Dressmakers, and Sewers",18540.0,39590.0,BLS OEWS 2024
51-6051,"Sewers, Hand",2240.0,33760.0,BLS OEWS 2024
51-6052,"Tailors, Dressmakers, and Custom Sewers",16290.0,40860.0,BLS OEWS 2024
51-6060,"Textile Machine Setters, Operators, and Tenders",49910.0,37800.0,BLS OEWS 2024
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,5820.0,37320.0,BLS OEWS 2024
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",8960.0,37940.0,BLS OEWS 2024
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",14530.0,38260.0,BLS OEWS 2024
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",20600.0,37660.0,BLS OEWS 2024
51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers",53200.0,43670.0,BLS OEWS 2024
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",14900.0,44980.0,BLS OEWS 2024
51-6092,Fabric and Apparel Patternmakers,2860.0,67670.0,BLS OEWS 2024
51-6093,Upholsterers,20990.0,46190.0,BLS OEWS 2024
51-6099,"Textile, Apparel, and Furnishings Workers, All Other",14450.0,37010.0,BLS OEWS 2024
51-7000,Woodworkers,207380.0,43640.0,BLS OEWS 2024
51-7011,Cabinetmakers and Bench Carpenters,79540.0,46020.0,BLS OEWS 2024
51-7021,Furniture Finishers,14230.0,42530.0,BLS OEWS 2024
51-7030,"Model Makers and Patternmakers, Wood",530.0,51920.0,BLS OEWS 2024
51-7031,"Model Makers, Wood",360.0,51850.0,BLS OEWS 2024
51-7032,"Patternmakers, Wood",180.0,52520.0,BLS OEWS 2024
51-7040,"Woodworking Machine Setters, Operators, and Tenders",106490.0,40300.0,BLS OEWS 2024
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",43140.0,39950.0,BLS OEWS 2024
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",63350.0,40440.0,BLS OEWS 2024
51-7099,"Woodworkers, All Other",6590.0,41220.0,BLS OEWS 2024
51-8000,Plant and System Operators,287720.0,70740.0,BLS OEWS 2024
51-8010,"Power Plant Operators, Distributors, and Dispatchers",45630.0,103600.0,BLS OEWS 2024
51-8011,Nuclear Power Reactor Operators,5720.0,122610.0,BLS OEWS 2024
51-8012,Power Distributors and Dispatchers,9180.0,107240.0,BLS OEWS 2024
51-8013,Power Plant Operators,30720.0,99670.0,BLS OEWS 2024
51-8021,Stationary Engineers and Boiler Operators,30780.0,75190.0,BLS OEWS 2024
51-8031,Water and Wastewater Treatment Plant and System Operators,126750.0,58260.0,BLS OEWS 2024
51-8090,Miscellaneous Plant and System Operators,84560.0,81930.0,BLS OEWS 2024
51-8091,Chemical Plant and System Operators,17840.0,73540.0,BLS OEWS 2024
51-8092,Gas Plant Operators,15910.0,83400.0,BLS OEWS 2024
51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",34860.0,97540.0,BLS OEWS 2024
51-8099,"Plant and System Operators, All Other",15950.0,61710.0,BLS OEWS 2024
51-9000,Other Production Occupations,2562640.0,45970.0,BLS OEWS 2024
51-9010,"Chemical Processing Machine Setters, Operators, and Tenders",181610.0,54110.0,BLS OEWS 2024
51-9011,Chemical Equipment Operators and Tenders,127410.0,57090.0,BLS OEWS 2024
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",54200.0,49500.0,BLS OEWS 2024
51-9020,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",141240.0,47110.0,BLS OEWS 2024
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",28550.0,46890.0,BLS OEWS 2024
51-9022,"Grinding and Polishing Workers, Hand",11850.0,41690.0,BLS OEWS 2024
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",100840.0,47680.0,BLS OEWS 2024
51-9030,Cutting Workers,54610.0,45140.0,BLS OEWS 2024
51-9031,"Cutters and Trimmers, Hand",7070.0,38800.0,BLS OEWS 2024
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",47540.0,45700.0,BLS OEWS 2024
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",57310.0,45130.0,BLS OEWS 2024
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",16160.0,47010.0,BLS OEWS 2024
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",591180.0,47460.0,BLS OEWS 2024
51-9071,Jewelers and Precious Stone and Metal Workers,23420.0,49140.0,BLS OEWS 2024
51-9080,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,64150.0,45820.0,BLS OEWS 2024
51-9081,Dental Laboratory Technicians,33920.0,48310.0,BLS OEWS 2024
51-9082,Medical Appliance Technicians,11490.0,47060.0,BLS OEWS 2024
51-9083,Ophthalmic Laboratory Technicians,18740.0,38420.0,BLS OEWS 2024
51-9111,Packaging and Filling Machine Operators and Tenders,383860.0,40900.0,BLS OEWS 2024
51-9120,Painting Workers,167960.0,47390.0,BLS OEWS 2024
51-9123,"Painting, Coating, and Decorating Workers",8470.0,40860.0,BLS OEWS 2024
51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",159500.0,47590.0,BLS OEWS 2024
51-9141,Semiconductor Processing Technicians,32150.0,51180.0,BLS OEWS 2024
51-9151,Photographic Process Workers and Processing Machine Operators,5550.0,40100.0,BLS OEWS 2024
51-9160,Computer Numerically Controlled Tool Operators and Programmers,205190.0,51330.0,BLS OEWS 2024
51-9161,Computer Numerically Controlled Tool Operators,176950.0,49970.0,BLS OEWS 2024
51-9162,Computer Numerically Controlled Tool Programmers,28230.0,65670.0,BLS OEWS 2024
51-9190,Miscellaneous Production Workers,638250.0,40960.0,BLS OEWS 2024
