doc_id,cip4,degree_level,cip_title,median_earnings_4yr_nat,text
5213_Masters_Degree,5213,Master's Degree,Management Sciences and Quantitative Methods.,124807.0,"CIP family (cip4): 5213
Field of study: Management Sciences and Quantitative Methods.
Degree level: Master's Degree
Median earnings (4 years after completion, national): $124,807

Related occupations with OEWS wages (top 10 by employment):
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420"
5213_Post-baccalaureate_Certificate,5213,Post-baccalaureate Certificate,Management Sciences and Quantitative Methods.,146711.0,"CIP family (cip4): 5213
Field of study: Management Sciences and Quantitative Methods.
Degree level: Post-baccalaureate Certificate
Median earnings (4 years after completion, national): $146,711

Related occupations with OEWS wages (top 10 by employment):
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420"
5213_Undergraduate_Certificate_or_Diploma,5213,Undergraduate Certificate or Diploma,Management Sciences and Quantitative Methods.,84309.0,"CIP family (cip4): 5213
Field of study: Management Sciences and Quantitative Methods.
Degree level: Undergraduate Certificate or Diploma
Median earnings (4 years after completion, national): $84,309

Related occupations with OEWS wages (top 10 by employment):
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420"
5214_Associates_Degree,5214,Associate's Degree,Marketing.,44264.0,"CIP family (cip4): 5214
Field of study: Marketing.
Degree level: Associate's Degree
Median earnings (4 years after completion, national): $44,264

Related occupations with OEWS wages (top 10 by employment):
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140"
5214_Bachelors_Degree,5214,Bachelor's Degree,Marketing.,69303.0,"CIP family (cip4): 5214
Field of study: Marketing.
Degree level: Bachelor's Degree
Median earnings (4 years after completion, national): $69,303

Related occupations with OEWS wages (top 10 by employment):
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140"
5214_Doctoral_Degree,5214,Doctoral Degree,Marketing.,146358.0,"CIP family (cip4): 5214
Field of study: Marketing.
Degree level: Doctoral Degree
Median earnings (4 years after completion, national): $146,358

Related occupations with OEWS wages (top 10 by employment):
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140"
5214_Graduate/Professional_Certificate,5214,Graduate/Professional Certificate,Marketing.,93837.0,"CIP family (cip4): 5214
Field of study: Marketing.
Degree level: Graduate/Professional Certificate
Median earnings (4 years after completion, national): $93,837

Related occupations with OEWS wages (top 10 by employment):
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140"
5214_Masters_Degree,5214,Master's Degree,Marketing.,79106.0,"CIP family (cip4): 5214
Field of study: Marketing.
Degree level: Master's Degree
Median earnings (4 years after completion, national): $79,106

Related occupations with OEWS wages (top 10 by employment):
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140"
5214_Non-Credential_Program_(Preparatory_Coursework/Teacher_Certification),5214,Non-Credential Program (Preparatory Coursework/Teacher Certification),Marketing.,65915.0,"CIP family (cip4): 5214
Field of study: Marketing.
Degree level: Non-Credential Program (Preparatory Coursework/Teacher Certification)
Median earnings (4 years after completion, national): $65,915

Related occupations with OEWS wages (top 10 by employment):
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140"
5214_Post-baccalaureate_Certificate,5214,Post-baccalaureate Certificate,Marketing.,96310.0,"CIP family (cip4): 5214
Field of study: Marketing.
Degree level: Post-baccalaureate Certificate
Median earnings (4 years after completion, national): $96,310

Related occupations with OEWS wages (top 10 by employment):
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140"
5214_Undergraduate_Certificate_or_Diploma,5214,Undergraduate Certificate or Diploma,Marketing.,49757.0,"CIP family (cip4): 5214
Field of study: Marketing.
Degree level: Undergraduate Certificate or Diploma
Median earnings (4 years after completion, national): $49,757

Related occupations with OEWS wages (top 10 by employment):
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140
- 13-1161 Market Research Analysts and Marketing Specialists | median wage $76,950 | employment 861,140"
5215_Associates_Degree,5215,Associate's Degree,Real Estate.,40327.0,"CIP family (cip4): 5215
Field of study: Real Estate.
Degree level: Associate's Degree
Median earnings (4 years after completion, national): $40,327

Related occupations with OEWS wages (top 10 by employment):
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640"
5215_Bachelors_Degree,5215,Bachelor's Degree,Real Estate.,84821.0,"CIP family (cip4): 5215
Field of study: Real Estate.
Degree level: Bachelor's Degree
Median earnings (4 years after completion, national): $84,821

Related occupations with OEWS wages (top 10 by employment):
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640"
5215_Masters_Degree,5215,Master's Degree,Real Estate.,135104.0,"CIP family (cip4): 5215
Field of study: Real Estate.
Degree level: Master's Degree
Median earnings (4 years after completion, national): $135,104

Related occupations with OEWS wages (top 10 by employment):
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640"
5215_Undergraduate_Certificate_or_Diploma,5215,Undergraduate Certificate or Diploma,Real Estate.,46762.0,"CIP family (cip4): 5215
Field of study: Real Estate.
Degree level: Undergraduate Certificate or Diploma
Median earnings (4 years after completion, national): $46,762

Related occupations with OEWS wages (top 10 by employment):
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640
- 11-9141 Property, Real Estate, and Community Association Managers | median wage $66,700 | employment 296,640"
5216_Masters_Degree,5216,Master's Degree,Taxation.,114810.0,"CIP family (cip4): 5216
Field of study: Taxation.
Degree level: Master's Degree
Median earnings (4 years after completion, national): $114,810

Related occupations with OEWS wages (top 10 by employment):
- 13-2011 Accountants and Auditors | median wage $81,680 | employment 1,448,290
- 13-2011 Accountants and Auditors | median wage $81,680 | employment 1,448,290
- 13-2011 Accountants and Auditors | median wage $81,680 | employment 1,448,290
- 13-2011 Accountants and Auditors | median wage $81,680 | employment 1,448,290
- 13-2011 Accountants and Auditors | median wage $81,680 | employment 1,448,290
- 13-2011 Accountants and Auditors | median wage $81,680 | employment 1,448,290
- 13-2011 Accountants and Auditors | median wage $81,680 | employment 1,448,290
- 13-2011 Accountants and Auditors | median wage $81,680 | employment 1,448,290
- 13-2011 Accountants and Auditors | median wage $81,680 | employment 1,448,290
- 13-2011 Accountants and Auditors | median wage $81,680 | employment 1,448,290"
5216_Undergraduate_Certificate_or_Diploma,5216,Undergraduate Certificate or Diploma,Taxation.,55936.0,"CIP family (cip4): 5216
Field of study: Taxation.
Degree level: Undergraduate Certificate or Diploma
Median earnings (4 years after completion, national): $55,936

Related occupations with OEWS wages (top 10 by employment):
- 13-2011 Accountants and Auditors | median wage $81,680 | employment 1,448,290
- 13-2011 Accountants and Auditors | median wage $81,680 | employment 1,448,290
- 13-2011 Accountants and Auditors | median wage $81,680 | employment 1,448,290
- 13-2011 Accountants and Auditors | median wage $81,680 | employment 1,448,290
- 13-2011 Accountants and Auditors | median wage $81,680 | employment 1,448,290
- 13-2011 Accountants and Auditors | median wage $81,680 | employment 1,448,290
- 13-2011 Accountants and Auditors | median wage $81,680 | employment 1,448,290
- 13-2011 Accountants and Auditors | median wage $81,680 | employment 1,448,290
- 13-2082 Tax Preparers | median wage $50,560 | employment 73,570
- 13-2082 Tax Preparers | median wage $50,560 | employment 73,570"
5217_Bachelors_Degree,5217,Bachelor's Degree,Insurance.,88472.0,"CIP family (cip4): 5217
Field of study: Insurance.
Degree level: Bachelor's Degree
Median earnings (4 years after completion, national): $88,472

Related occupations with OEWS wages (top 10 by employment):
- 41-3021 Insurance Sales Agents | median wage $60,370 | employment 469,480
- 41-3021 Insurance Sales Agents | median wage $60,370 | employment 469,480
- 41-3021 Insurance Sales Agents | median wage $60,370 | employment 469,480
- 41-3021 Insurance Sales Agents | median wage $60,370 | employment 469,480
- 41-3021 Insurance Sales Agents | median wage $60,370 | employment 469,480
- 41-3021 Insurance Sales Agents | median wage $60,370 | employment 469,480
- 41-3021 Insurance Sales Agents | median wage $60,370 | employment 469,480
- 41-3021 Insurance Sales Agents | median wage $60,370 | employment 469,480
- 41-3021 Insurance Sales Agents | median wage $60,370 | employment 469,480
- 41-3021 Insurance Sales Agents | median wage $60,370 | employment 469,480"
5217_Masters_Degree,5217,Master's Degree,Insurance.,114663.0,"CIP family (cip4): 5217
Field of study: Insurance.
Degree level: Master's Degree
Median earnings (4 years after completion, national): $114,663

Related occupations with OEWS wages (top 10 by employment):
- 41-3021 Insurance Sales Agents | median wage $60,370 | employment 469,480
- 41-3021 Insurance Sales Agents | median wage $60,370 | employment 469,480
- 41-3021 Insurance Sales Agents | median wage $60,370 | employment 469,480
- 41-3021 Insurance Sales Agents | median wage $60,370 | employment 469,480
- 41-3021 Insurance Sales Agents | median wage $60,370 | employment 469,480
- 41-3021 Insurance Sales Agents | median wage $60,370 | employment 469,480
- 41-3021 Insurance Sales Agents | median wage $60,370 | employment 469,480
- 41-3021 Insurance Sales Agents | median wage $60,370 | employment 469,480
- 13-1031 Claims Adjusters, Examiners, and Investigators | median wage $76,790 | employment 305,020
- 13-1031 Claims Adjusters, Examiners, and Investigators | median wage $76,790 | employment 305,020"
5217_Undergraduate_Certificate_or_Diploma,5217,Undergraduate Certificate or Diploma,Insurance.,80539.0,"CIP family (cip4): 5217
Field of study: Insurance.
Degree level: Undergraduate Certificate or Diploma
Median earnings (4 years after completion, national): $80,539

Related occupations with OEWS wages (top 10 by employment):
- 41-3021 Insurance Sales Agents | median wage $60,370 | employment 469,480
- 41-3021 Insurance Sales Agents | median wage $60,370 | employment 469,480
- 41-3021 Insurance Sales Agents | median wage $60,370 | employment 469,480
- 41-3021 Insurance Sales Agents | median wage $60,370 | employment 469,480
- 41-3021 Insurance Sales Agents | median wage $60,370 | employment 469,480
- 41-3021 Insurance Sales Agents | median wage $60,370 | employment 469,480
- 41-3021 Insurance Sales Agents | median wage $60,370 | employment 469,480
- 41-3021 Insurance Sales Agents | median wage $60,370 | employment 469,480
- 41-3021 Insurance Sales Agents | median wage $60,370 | employment 469,480
- 41-3021 Insurance Sales Agents | median wage $60,370 | employment 469,480"
5218_Associates_Degree,5218,Associate's Degree,"General Sales, Merchandising and Related Marketing Operations.",46500.0,"CIP family (cip4): 5218
Field of study: General Sales, Merchandising and Related Marketing Operations.
Degree level: Associate's Degree
Median earnings (4 years after completion, national): $46,500

Related occupations with OEWS wages (top 10 by employment):
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860"
5218_Bachelors_Degree,5218,Bachelor's Degree,"General Sales, Merchandising and Related Marketing Operations.",75399.0,"CIP family (cip4): 5218
Field of study: General Sales, Merchandising and Related Marketing Operations.
Degree level: Bachelor's Degree
Median earnings (4 years after completion, national): $75,399

Related occupations with OEWS wages (top 10 by employment):
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860"
5218_Masters_Degree,5218,Master's Degree,"General Sales, Merchandising and Related Marketing Operations.",123713.0,"CIP family (cip4): 5218
Field of study: General Sales, Merchandising and Related Marketing Operations.
Degree level: Master's Degree
Median earnings (4 years after completion, national): $123,713

Related occupations with OEWS wages (top 10 by employment):
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860"
5218_Undergraduate_Certificate_or_Diploma,5218,Undergraduate Certificate or Diploma,"General Sales, Merchandising and Related Marketing Operations.",52001.0,"CIP family (cip4): 5218
Field of study: General Sales, Merchandising and Related Marketing Operations.
Degree level: Undergraduate Certificate or Diploma
Median earnings (4 years after completion, national): $52,001

Related occupations with OEWS wages (top 10 by employment):
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860
- 41-4012 Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products | median wage $66,780 | employment 1,266,860"
